Event ID,Element,Energy Level,Flux Time Series,Target Label
302,O,2,"[-1.          0.5680265  -1.          0.79970135  0.84662171  0.88200399
  0.88979026  0.93824426  0.91602717  0.97563867  0.93079745  0.90411642
  0.95115259  0.95344962  0.91907312  0.93052798  0.92058381  0.96526457
  0.83337789  0.9662028   0.90921846  0.99801969  0.99099734  0.90857688
  0.98294285  0.92280627  1.          0.90930612  0.83736244  0.94625417
  0.8328412   0.9326323   0.81281246  0.95555846  0.80637154  0.68383441
  0.8370491   0.57806761  0.66900059  0.8029976   0.77559229  0.67907683
  0.6793384   0.57294373 -1.          0.58029961  0.77307223  0.72614228
  0.67765221  0.66926223 -1.         -1.         -1.         -1.
 -1.          0.67241189 -1.         -1.          0.57899119  0.67213708
  0.57885856 -1.         -1.          0.57977697 -1.          0.67261055
 -1.          0.58017005 -1.          0.67692987 -1.         -1.
  0.67207066 -1.         -1.         -1.         -1.          0.57859479
 -1.          0.57031092 -1.          0.671662    0.57859479 -1.
  0.57899119  0.57045186 -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.        ]",1
69,O,4,"[-1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.          1.         -1.
 -1.         -1.         -1.         -1.          0.99994229 -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.          0.99988456 -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.        ]",0
82,N,4,"[ 0.51352721  0.52812807 -1.          0.51343186 -1.          0.72418472
  0.60695556  0.79857557  0.77205461  0.8507243   0.81844973  0.71557257
 -1.          0.90832725  0.76226983  0.82347847  0.96570154  1.
  0.94138411  0.91321322  0.76549287  0.85604342  0.85330894  0.68947417
  0.50127699  0.46087969 -1.         -1.         -1.          0.47029624
  0.46570675  0.46546765 -1.          0.43823528 -1.          0.45286661
  0.46156586 -1.         -1.         -1.         -1.          0.57825327
 -1.         -1.         -1.          0.56052599 -1.          0.66355928
 -1.          0.60371023  0.60482792  0.44850083 -1.         -1.
  0.43673584 -1.         -1.          0.5402865  -1.          0.44355676
 -1.         -1.          0.4312087   0.42841674  0.4285874  -1.
  0.4333113  -1.         -1.         -1.          0.41427541 -1.
 -1.         -1.         -1.         -1.         -1.         -1.
  0.41856173 -1.         -1.          0.42602505 -1.          0.41863503
 -1.         -1.          0.41709289  0.51941398  0.41915747 -1.
 -1.          0.52112679  0.52494246  0.52148484  0.42104278  0.42914669]",1
30,C,1,"[ 0.57022893  0.56003448  0.63212021  0.60409643  0.6274497   0.63285627
  0.65761912  0.66029333  0.6890368   0.66534651  0.71092692  0.70084986
  0.77649299  0.85675482  1.          0.92172579  0.77793793  0.6662026
  0.73447517  0.69704306  0.65407202  0.50900974  0.42510048  0.47690419
  0.37031302  0.42372597  0.3120196   0.26782765  0.39187047  0.3702945
  0.19232694  0.36999027  0.31609401  0.36989735  0.33878191  0.44461983
  0.31590486  0.31587432  0.31570315  0.37095935  0.42087255  0.27053869
  0.43446827  0.40619122  0.27322904  0.19763903  0.39051288  0.31499113
  0.27292129  0.27018605  0.39665592  0.40694253  0.31086803  0.19118045
  0.31301497  0.26992548  0.19111128  0.26649928 -1.          0.26967363
  0.34511211  0.19749774  0.19731633 -1.         -1.          0.37120946
  0.18971652  0.31037442 -1.         -1.         -1.         -1.
 -1.         -1.          0.19703091  0.19696535  0.19056209 -1.
 -1.          0.26596916 -1.          0.19045191 -1.          0.26913062
  0.1904229   0.19039582  0.26913062 -1.         -1.         -1.
 -1.         -1.         -1.          0.19045191 -1.         -1.
 -1.         -1.         -1.         -1.         -1.          0.19683595
 -1.          0.19670457 -1.         -1.         -1.         -1.
 -1.         -1.         -1.          0.19674473  0.19020216 -1.
  0.2581175  -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.          0.26898035 -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.          0.1967575  -1.         -1.        ]",1
236,He,4,"[ 0.76164129  0.87066883 -1.         -1.          0.93135224 -1.
 -1.          0.79943312 -1.          0.8244787   0.89716739  0.82957042
  1.          0.79923633 -1.         -1.         -1.         -1.
  0.89536583  0.91600092  0.77731613  0.89339929  0.76392536  0.90616156
 -1.         -1.         -1.          0.79567664  0.91060193 -1.
 -1.         -1.         -1.          0.79136183 -1.         -1.
 -1.         -1.          0.80148392  0.79122969 -1.          0.7741003
 -1.          0.76130719 -1.          0.78425168  0.76744245  0.79666335
  0.88788502  0.78775237  0.883506   -1.         -1.         -1.
  0.86655949 -1.         -1.         -1.          0.7741744  -1.
  0.78067724 -1.         -1.         -1.          0.77432249 -1.
 -1.         -1.         -1.          0.78775237  0.79658137]",0
265,O,1,"[ 0.76280826  0.81272821  0.82973755  0.87115804  0.84448614  0.87435207
  0.89605703  0.88000372  0.87277641  0.91168673  0.90016738  0.90917434
  0.90443425  0.88450145  0.888075    0.91214171  0.92512281  0.92393874
  0.95223009  0.98636576  1.          0.98730495  0.95924593  0.98485088
  0.98035352  0.97098095  0.95348573  0.92896518  0.93932323  0.92897784
  0.89708799  0.88429653  0.87661617  0.89516958  0.89743793  0.89571976
  0.88685049  0.90744815  0.89357199  0.88440835  0.91409519  0.89795258
  0.88366083  0.88088092  0.85302202  0.86683652  0.88235038  0.87182474
  0.83945181  0.87047696  0.84550058  0.85427806  0.86827009  0.85936666
  0.84789742  0.80433264  0.78282415  0.79168958  0.76892509  0.80272747
  0.80519264  0.7858527   0.79767277  0.784253    0.75832413  0.62442484
  0.65816807  0.64726581  0.53482854  0.49979157  0.53532281  0.6067852
  0.65270697  0.59226897  0.62817551  0.54893623  0.6079262   0.58235759
  0.49522954  0.53514612  0.58079597  0.41842971  0.50407444  0.52100994
  0.51805463  0.48138655  0.52189081  0.57192287  0.51899143  0.45140268
  0.4228372   0.42287281  0.47984489  0.29125493  0.36679244  0.45292568
  0.37111778  0.42481446  0.37459333  0.37459333  0.42250604  0.45623687
  0.42022337  0.41782027  0.42247032  0.45108849  0.45097692  0.37453149
  0.45275701  0.37111778  0.2899216   0.3778546   0.29102713  0.37447734
  0.3778546   0.29777353  0.45270205  0.29788176  0.29777353  0.42236309
  0.377802    0.42000459  0.42232733 -1.          0.37442318 -1.
  0.28295372  0.29766669  0.29777353  0.29102713  0.37088656 -1.
  0.37094242 -1.         -1.         -1.         -1.          0.29766669
  0.29079889 -1.         -1.         -1.         -1.          0.29766669
 -1.         -1.         -1.         -1.          0.29755825 -1.
  0.37753109  0.37747833  0.45414994  0.37758381 -1.          0.29755825
  0.45753594  0.37420626  0.28959917  0.37431477  0.29755825 -1.
  0.29755825 -1.         -1.         -1.         -1.          0.29091386
 -1.          0.29755825  0.29777353  0.29777353 -1.         -1.
 -1.         -1.          0.29091386 -1.         -1.          0.29091386
 -1.          0.37436899 -1.         -1.         -1.         -1.
 -1.          0.29777353 -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.          0.37088656
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.          0.29766669 -1.         -1.         -1.         -1.
  0.28306653  0.29777353  0.29788176  0.29091386  0.37088656 -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.          0.29091386 -1.          0.29766669 -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.          0.29079889
 -1.         -1.         -1.          0.29755825 -1.         -1.
 -1.         -1.          0.29068539 -1.         -1.          0.29766669
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.          0.29091386 -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.        ]",1
25,C,3,"[-1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1.  1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.]",0
56,He,4,"[ 0.93088924  0.83367589  0.90056911  0.83748132  0.85966428  0.90068475
  0.8580458   0.90510419  0.78696665  0.82653071  0.88032177  0.95282446
  1.          0.85647315  0.95597859  0.94492575 -1.          0.94389121
  0.82896706  0.88943982  0.90896942  0.77807753  0.92105276  0.86211096
  0.88595449  0.89975198  0.89798536  0.82561784  0.92704953  0.92592691
  0.91032197  0.73843956  0.8752629   0.82099318  0.81535543  0.77225992
  0.8062375   0.89402861  0.77709169  0.84371403  0.87370432  0.86842511
  0.77672317  0.81019271  0.79709486  0.85041513 -1.         -1.
  0.82585498  0.85766705  0.82467645  0.81176544  0.91913102  0.77740397
  0.85460848  0.86724588  0.87057827  0.87360546  0.87271256  0.85515606
  0.81794934  0.91996273  0.82899432  0.91471231 -1.          0.83872194
  0.82479728  0.77316654  0.64231744  0.85291369  0.89064372  0.81277658
  0.77658422  0.81682956  0.64342833  0.66469462  0.80313154  0.88488982
  0.8395227   0.75275021  0.86729142  0.85562499  0.71078857  0.92252174
  0.77205491  0.8389936   0.74538917  0.84079541  0.76526952  0.86393989
  0.80249666  0.87864184 -1.          0.62855632  0.90053652  0.85078148
  0.75535598  0.83969946  0.81281944  0.81023638  0.80697055 -1.
  0.66469462  0.77261184  0.85752503  0.69831604  0.75033954  0.70789084
  0.66475673  0.85719161  0.73425523  0.65578879  0.77469678  0.79586583
  0.81614677  0.88619862  0.74514046  0.62830293  0.67311475  0.70904428
  0.79027057  0.64074504  0.74906755  0.58158495  0.63653904  0.65034724
 -1.         -1.         -1.          0.75881481  0.74135536  0.62251226
  0.70672121  0.63027178 -1.         -1.          0.61929048 -1.
  0.82997472  0.83511776  0.79758413  0.63815942  0.69749811]",0
217,O,2,"[-1.         -1.         -1.          0.34199237  0.34939941 -1.
  0.5180765   0.54765834  0.48458074  0.63771494  0.90943426  0.99501078
  0.94744372  1.          0.93667962  0.90794568  0.8825258   0.90674452
  0.87726524  0.82403691  0.82707909  0.76727384  0.77965403  0.74194082
  0.74470512  0.69904592  0.68951281  0.71182318  0.69615815  0.60829461
  0.60926465  0.62271491  0.58932605  0.60709448  0.53690784  0.58566039
 -1.          0.43303451  0.43276595 -1.          0.35118603  0.48065327
  0.34374338  0.35082456  0.4354935  -1.          0.34298831 -1.
  0.4312833   0.48459377  0.34302773  0.35150386  0.43393532 -1.
  0.34610648  0.48468498  0.35282444 -1.          0.35036633  0.34293019
 -1.          0.35025493 -1.         -1.         -1.          0.34947028
  0.33379471 -1.         -1.         -1.         -1.         -1.
 -1.          0.42718378  0.34969442 -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.          0.34196308
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.          0.34939941  0.34245384 -1.         -1.
 -1.         -1.          0.34963744 -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.        ]",1
68,N,1,"[-1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.          1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.          0.98736822 -1.         -1.         -1.
 -1.         -1.         -1.          0.9889831  -1.         -1.
 -1.          0.98908952 -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.        ]",0
58,Fe,3,"[-1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1.  1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.]",0
218,Fe,1,"[-1.         -1.         -1.         -1.         -1.         -1.
 -1.          0.89548066 -1.         -1.          0.88618884 -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.          0.89445298 -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
  0.89311541 -1.         -1.         -1.          1.         -1.
 -1.          0.88252816 -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.        ]",0
40,O,3,"[ 0.92787339  0.88156169  0.84977391  0.87979445  0.78262638  0.81055559
  0.91711781  0.77916584  0.77860238  0.74291881  0.88721097  0.73418566
  0.90473446  0.79996208  0.90442936  0.89175721  0.87806925  0.93233529
  0.94424158  0.98281694  0.99751532  0.96920885  0.98997657  1.
  0.99489604  0.94527068  0.84685055  0.9796327   0.95154049  0.89098449
  0.90028348  0.82375811  0.8432888   0.9374862   0.85819353  0.77174753
  0.82120628  0.74183596  0.82193734  0.77211126  0.77541243  0.73898949
  0.53996875  0.78900622  0.74310514  0.64678218  0.79679412 -1.
 -1.          0.53909337 -1.          0.69747974  0.54684761  0.64076037
 -1.          0.54714914  0.53849368  0.53823227 -1.          0.53674465
  0.54644987  0.54650562  0.53804928  0.54623995 -1.          0.5460883
 -1.          0.53752717 -1.         -1.         -1.          0.63997906
  0.54555489 -1.         -1.         -1.         -1.         -1.
 -1.          0.53675602 -1.         -1.          0.54517227  0.53661381
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.          0.54478862 -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.        ]",1
