Event ID,Element,Energy Level,Flux Time Series,Target Label
251,N,2,"[-1.         -1.         -1.         -1.         -1.          0.52683583
  0.52933109  0.52871026  0.62208798 -1.          0.68833595  0.63774453
  0.55946274  0.65248008  0.70941022  0.78922962  0.57157248  0.66572677
  0.67152213  0.79000982  0.76627472  0.73155087  0.77516229  0.81371419
 -1.          0.81679632  0.59663606 -1.          0.752562    0.78298932
  0.73531872  0.69701535  0.69296799 -1.          0.57793529 -1.
  0.57811657 -1.          0.56818466  0.56517587  0.56460339 -1.
 -1.          0.55276673 -1.          0.53910434 -1.          0.54093218
  0.6434595   0.75322824  0.71654864  0.63487369  0.76260338  0.84644129
  0.79412791  0.90424727  0.93357442  0.88613179  0.96615606  0.96736161
  1.          0.90398495  0.97687563  0.9178374   0.8694438   0.88382865
  0.88684125  0.85606483  0.76014368  0.81177031  0.7482981   0.56258723
  0.79768     0.73828913  0.76359832  0.68989759  0.73006913  0.75643986
  0.61550214  0.62369431 -1.          0.62437451  0.52480641  0.52390902
  0.62026779 -1.         -1.          0.52808833  0.52012749 -1.
  0.51826312  0.51812789  0.5258258   0.52467934  0.50683386  0.52416628
  0.5156494   0.61273258 -1.          0.51434564 -1.         -1.
 -1.          0.52144315 -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.          0.51086394 -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.          0.51906421 -1.         -1.         -1.         -1.        ]",1
5,C,3,"[-1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1.]",0
117,C,2,"[-1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.]",0
58,He,4,"[ 0.78371295 -1.          0.76310945 -1.          0.64612682  0.7295026
  0.728491    0.85092342  0.76689903  0.73863008  0.81089121  0.83169198
  0.89087223  0.89323637  0.84344179  0.82764446  0.94953087  0.84191961
  0.95489418  1.          0.82425637  0.9105207  -1.          0.89603465
  0.90423462  0.839423    0.76643255  0.8343882   0.87293563 -1.
 -1.          0.92846904  0.94605657  0.83464824  0.88592899 -1.
  0.8165009   0.82178684  0.92640845  0.92257519 -1.          0.847569
  0.72903077  0.82089742  0.83448862  0.71678817  0.73312187 -1.
 -1.          0.74255695  0.72706087  0.89210358 -1.         -1.
 -1.          0.80349259  0.70460507  0.90060661  0.80821897 -1.
  0.88076794  0.70055462  0.91192557  0.64588702  0.71336397 -1.
  0.79827312  0.7490552   0.81855293  0.75442021  0.72815857 -1.        ]",0
193,Si,2,"[-1. -1. -1. -1. -1. -1. -1. -1. -1.  1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1.]",0
299,Si,3,"[ 0.53455924  0.6351522  -1.         -1.         -1.          0.63672827
  0.64641894 -1.          0.69425452  0.75226448  0.75654663  0.83996404
  0.72259874  0.85914596  0.91805216  0.8597171   0.92973657  0.93282058
  0.90587711  0.93685792  0.79924221  0.92229954  0.97474297  0.98171135
  0.94333674  1.          0.92213426  0.95000156  0.99630674  0.97717592
  0.9422916   0.92552414  0.89547341  0.88916737  0.90990163  0.75501928
  0.78319848  0.83026925  0.88882456  0.84438007  0.69629759  0.80523497
  0.77424282  0.77082764 -1.          0.69938908  0.54352117  0.81792459
  0.70276091  0.69549803  0.74190949  0.65196336  0.65659904  0.65605832
  0.55658827  0.56233419  0.69645136  0.70080453 -1.         -1.
  0.63743492  0.54793274  0.54651674 -1.         -1.         -1.
 -1.         -1.          0.63883754 -1.         -1.         -1.
  0.53343337 -1.          0.53448088 -1.         -1.         -1.
 -1.         -1.          0.63383232 -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.          0.63240017 -1.         -1.         -1.          0.53124333
 -1.         -1.         -1.         -1.         -1.          0.53245064
 -1.          0.54022991  0.52194466  0.53122728 -1.         -1.
 -1.         -1.          0.63126607 -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.          0.5294299  -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.          0.52859836 -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.          0.53635602 -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
  0.5361017  -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.        ]",1
83,He,1,"[ 0.7358137   0.81661553  0.78887251  0.79167377  0.80353521  0.84983058
  0.8624976   0.94061794  0.95631597  0.90423141  0.92308455  0.92036284
  0.94696235  0.93062238  0.92478502  0.92953995  0.95183658  0.92275461
  0.92498759  0.92311093  0.93811953  0.96373481  0.93387877  0.97165607
  1.          0.97623952  0.91451714  0.8856883   0.89867143  0.88353934
  0.81398507  0.84319344  0.83759557  0.86475959  0.82832374  0.86701378
  0.80627007  0.82082186  0.74139193  0.72461289  0.74824397  0.75031562
  0.76049795  0.73434804  0.78193995  0.76892547  0.8701723   0.87509112
  0.89079553  0.83684669  0.78778758  0.76935188  0.7101902   0.67966077
  0.70129789  0.69817302  0.73356874  0.75132794  0.78818865  0.79223188
  0.79070607  0.78553446  0.82404669  0.82774103  0.72207641  0.78104456
  0.72832356  0.69003008  0.79300307  0.76277038  0.74039366  0.71923412
  0.80771745  0.77991629  0.77675303  0.76640539  0.77378918  0.71366951
  0.64806875  0.70241141  0.73421273  0.74429291  0.71611033  0.719471
  0.71363201  0.67886396  0.65202647  0.58378414  0.56455459  0.60795943
  0.56700903  0.57006803  0.5913971   0.54712305  0.54262757  0.57636952
  0.51311725  0.49902328  0.46152039  0.39499468  0.33823179  0.32314371
  0.28560133  0.28021373  0.2759801   0.30173825  0.3426969   0.33031622
  0.33257583  0.34255364  0.32482083  0.33769413  0.33740025  0.3191705
  0.29686267  0.23340126  0.13923899  0.08480597  0.11472282  0.13303742
  0.10350443  0.05893567  0.08681835  0.1117037   0.05165053  0.04819431
  0.00958104 -0.01299235 -0.00513682 -0.06428281 -0.07947537 -0.05411521
 -0.12897133 -0.1228499  -0.10975564 -0.13096527 -0.07815546  0.05578876
  0.16141684  0.28251513  0.34591705  0.54509017  0.60318881  0.61363458
  0.69359662  0.72599262  0.66203978  0.69069762  0.67635049  0.65751411
  0.63412097  0.64742277  0.64024911  0.63450535  0.72985107  0.72788748
  0.56377593  0.56247272  0.51895169  0.5219553   0.51062875  0.50007091
  0.47628647  0.52636603  0.47376434  0.4710906   0.43646093  0.49620805
  0.52846468  0.49554674  0.44872572  0.46208689  0.38354037  0.41271247
  0.39541712  0.36093624  0.35361252  0.35030791  0.35105335  0.36668256
  0.36644949  0.37880273  0.31330097  0.22115016  0.29313801  0.26998098
  0.29747678  0.32504252  0.29816354  0.30481826  0.31950575  0.31575957
  0.28278889  0.32622507  0.29994409  0.31694372  0.2932144   0.22289787
  0.21233556  0.19092655  0.2728593   0.17977259  0.19118851  0.1494705
  0.14942355  0.12367319  0.08399186  0.00704271 -0.02888278 -0.01648631
 -0.24430282 -0.32623488 -0.2887474  -0.23883665 -0.24580655 -0.29904024
 -0.33872271 -0.43866243 -0.45153252 -0.45674847 -0.45225589 -0.4392226
 -0.46096857 -0.60629859 -0.48022748 -0.58584988 -0.52897196 -0.66117386
 -0.59547847 -0.60672035 -0.62600585 -0.52557277 -0.51512076 -0.95811139
 -0.60792249 -0.8510282  -0.76008686 -0.59784889 -0.54910554 -0.84179629
 -0.55656829 -0.58808366 -0.84098371 -0.98410377 -0.49706536 -0.96566752
 -0.69069646 -0.61509188 -0.76367285 -0.66541836 -0.93697288 -1.
 -0.75079112 -0.8388039  -0.67697148 -0.64806523 -0.63491327 -0.69843563
 -0.96648577 -0.99481478 -0.98118861 -0.7097247  -0.73700551]",1
67,He,1,"[ 0.5904547   0.83606473  0.55720317  0.60559972  0.42989564  0.5559428
  0.85408553  0.89351121  1.          0.99091494  0.63329185  0.74565267
  0.63812242  0.63412635  0.72182354  0.40317663  0.71668947  0.67238454
  0.40156482  0.59178006  0.35021964  0.38720415  0.69102345 -0.04622591
  0.22413845  0.55440331  0.36734636  0.4542624   0.27840051  0.40517174
  0.45942616  0.09297859  0.27077928  0.63920838  0.65991203  0.98538835
  0.94772482  0.42538327  0.75928049  0.24754797  0.29101296  0.49223336
 -0.06926071  0.3345757   0.04730616 -0.1434348   0.16417174  0.04986259
  0.32106462  0.05268546  0.00636104  0.23810098  0.39762124 -1.
 -0.22532909  0.36294924  0.21532319  0.27772659 -0.01282959 -0.06936323
  0.57465899  0.58342419  0.75500506  0.40974249  0.7016944   0.88832728
  0.38349997  0.75863351  0.8319741   0.78008083  0.59917834  0.32123921
  0.83815639  0.97001043  0.57924745  0.26513171  0.76432867  0.41094191
  0.04368879 -0.01506271  0.2790012   0.30765471 -0.03689791 -0.25203235
 -0.45182817 -0.22691406  0.14101099 -0.29344996  0.22542444  0.25062143
  0.32106462  0.23369641 -0.36516045  0.65794578  0.34833463  0.44728494]",0
72,Si,4,"[-1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.]",0
303,He,3,"[ 0.36083127  0.47295374  0.52252869  0.56317992  0.58577317  0.5756018
  0.63333029  0.7185136   0.81566005  0.8474777   0.87958751  0.88582737
  0.74133253  0.74565927  0.74143249  0.78855997  0.79889466  0.80965895
  0.84398897  0.83551753  0.84510154  0.85232739  0.83635509  0.85116719
  0.84968235  0.861746    0.86055846  0.89443042  0.94373234  0.97942926
  0.99251059  1.          0.98885708  0.94193858  0.88083547  0.86200856
  0.82960034  0.75048945  0.76186817  0.76853554  0.75057608  0.76753654
  0.78122596  0.75211597  0.7179967   0.73471406  0.76037549  0.75582581
  0.74418811  0.67274282  0.63470643  0.63361333  0.6495927   0.64659318
  0.59908533  0.59287533  0.54140797  0.55918442  0.56065991  0.5390255
  0.58692399  0.52884465  0.51290914  0.55539748  0.53725494  0.53279708
  0.51765548  0.52079185  0.55011424  0.52866061  0.53198261  0.53381654
  0.46485657  0.49781355  0.51269681  0.50351722  0.52639368  0.52313104
  0.51314876  0.49596371  0.49625343  0.48443227  0.44902566  0.47177119
  0.46488263  0.46244706  0.44932384  0.47185457  0.4696285   0.47999228
  0.4529163   0.46135909  0.43954643  0.45124991  0.45817547  0.43192476
  0.46508217  0.43807256  0.4227347   0.43498634  0.42606034  0.45061496
  0.43808486  0.45192593  0.44602315  0.4612499   0.46234838  0.42762513
  0.43751097  0.41905721  0.42964732  0.4102277   0.41615167  0.41264651
  0.41209389  0.39307286  0.41951223  0.39725442  0.41057805  0.40164015
  0.40648572  0.40066357  0.40907122  0.40226093  0.39418778  0.41302437
  0.40720751  0.38371396  0.36455514  0.39658025  0.39213817  0.3850095
  0.38330976  0.37643551  0.36038804  0.38244815  0.4087733   0.37340107
  0.39461782  0.35783756  0.37170277  0.35987279  0.37082541  0.31577249
  0.34030301  0.34618346  0.3327293   0.36701976  0.33534749  0.37203356
  0.3213241   0.33895428  0.34218061  0.31751821  0.36209978  0.3225686
  0.32735759  0.3669904   0.34852798  0.33527524  0.34856921  0.3355499
  0.34076043  0.31566131  0.29162284  0.33061837  0.32055466  0.30064329
  0.3189088   0.33801935  0.30247376  0.30286879  0.33658847  0.31742422
  0.31326075  0.29822358  0.32727486  0.24836247  0.30920371  0.31228046
  0.29588497  0.31650171  0.3043071   0.26826427  0.26337559  0.28284579
  0.28673155  0.29827257  0.27363799  0.30275511  0.29222829  0.29240737
  0.28330919  0.24897892  0.24247911  0.26313233  0.2698491   0.25863613
  0.28324513  0.25016208  0.27400529  0.21770584  0.25313431  0.28548313
  0.24953379  0.25095945  0.2823101   0.26428833  0.24618006  0.24023226
  0.26912676  0.23220523  0.25345834  0.22453744  0.22851548  0.24257459
  0.24836967  0.23613994  0.214952    0.20966487  0.2238443   0.25314784
  0.20457726  0.24166157  0.21993726  0.22990848  0.24277138  0.22474887
  0.21874197  0.20640044  0.21118902  0.22484461  0.15821557  0.20440184
  0.21714584  0.19534178  0.21984356  0.20652682  0.23069346  0.1927674
  0.19583257  0.23990931  0.18184498  0.16167823  0.21563708  0.18494624
  0.22050221  0.18531712  0.222947    0.17666015  0.22527298  0.22139762
  0.17619741  0.21470854  0.19230877  0.18783141  0.2248612   0.19287092
  0.20963514  0.15093608  0.20560019  0.19244412  0.18539695  0.2042375
  0.19227304  0.10740336  0.12793797  0.1686726   0.19968008  0.19815658
  0.18516375  0.1553126   0.17851057  0.1165047   0.14847645  0.16490504
  0.14222752  0.15587813  0.10593918  0.15340355  0.10566954  0.1794994
  0.13716     0.10522877  0.04108503  0.19183392  0.17245938  0.15120544
  0.12251034  0.12032686  0.12042901  0.14404133  0.14403298  0.1267106
 -0.01788924  0.132039    0.07346039  0.13026908  0.04377307  0.06999118
  0.09636776  0.07106707  0.04658164  0.04300307  0.11750466  0.07608461
 -0.01426042  0.07887561 -0.02016313  0.09053286  0.14710831 -0.01258973
  0.07530125  0.08830029  0.04183661  0.04358999  0.09006347  0.06698102
  0.04080526  0.04169507  0.04643375 -1.          0.11650072 -0.0050314
  0.0377496   0.0871098   0.07300721  0.03980512  0.04146173  0.0703756
 -0.01780974  0.07360623  0.0693413   0.03479083 -1.          0.09689794
 -0.0177757   0.03642162 -1.          0.03654962  0.06835238  0.06270627
 -0.02119041  0.03644522 -1.          0.06625174  0.09258336 -0.01968016
 -1.         -0.00903645 -1.          0.03930447 -0.02119041  0.03395768
  0.08954043 -0.01623678 -0.02066563 -0.02717318 -0.0196476  -0.01784153
 -1.        ]",1
119,Fe,4,"[-1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1. -1. -1.  1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.]",0
58,C,1,"[-1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.          1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.          0.98904277 -1.         -1.         -1.         -1.        ]",0
151,Si,1,"[ 0.9527326   0.95396826  0.98543589  0.98111612  0.99656248  0.98815424
  0.98156825  0.98993568  0.98820605  1.          0.99950007  0.98889618
  0.97232666  0.98817446  0.95676994  0.97096004  0.95297562  0.9570159
  0.94672005  0.94516447  0.9425534   0.9341185   0.94061235  0.90745396
  0.90321437  0.90640878  0.90068562  0.88326403  0.85640797  0.85310487
  0.85320539  0.84334454  0.84354046  0.81208336  0.79826292  0.78778599
  0.78399085  0.76351252  0.77383482  0.79394414  0.76696353  0.77941495
  0.77005549  0.73833966  0.66632913  0.66559671  0.69138206  0.70342732
  0.65691337  0.68061061  0.67880752  0.65631477  0.66948265  0.68932754
  0.66648231  0.68642126  0.66998966  0.67819616  0.67012368  0.65826074
  0.65256402  0.67512936  0.64500071  0.66017767  0.65190761  0.65397144
  0.60753929  0.6599715   0.6205015   0.64415977  0.62721217  0.62842195
  0.61152498  0.5993582   0.58520231  0.58941705  0.59559262  0.588396
  0.57897083  0.59691302  0.54154208  0.57132868  0.53442837  0.56498382
  0.520758    0.51150204  0.44328522  0.43170613  0.45004182  0.38529686
  0.41092407  0.37222726  0.23530914  0.31061336  0.33051231  0.39753197
  0.23167145  0.37256438  0.31173953  0.23780877  0.27552197  0.16238374
  0.33358467  0.35512977  0.39709086  0.31139084  0.28157522  0.23734327
  0.31113654  0.27711719  0.22657179  0.15523369  0.15517767  0.23395921
 -1.          0.23706577  0.27689945 -1.          0.23374685  0.16152627
 -1.         -1.          0.16143562  0.23367294  0.23685057 -1.
  0.15383795  0.15502279  0.31220693  0.16134489  0.15485164 -1.
  0.16145325  0.27868935  0.16145325 -1.          0.15479542 -1.
 -1.         -1.         -1.         -1.          0.14736289  0.15471774
  0.23674218 -1.          0.23354316  0.15468022  0.23351459 -1.
  0.2334964   0.16114805  0.23664252 -1.          0.2302566   0.23018028
 -1.         -1.          0.15380282  0.15471774  0.23669678 -1.
 -1.          0.15475525 -1.          0.16109246 -1.          0.15481417]",1
25,Si,3,"[-1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.]",0
5,He,2,"[ 0.89334974  0.98285015  0.91572893  0.88923626  1.          0.92161251
  0.80964303  0.87038201  0.98922967  0.65483371  0.93933333  0.82652462
  0.85307649  0.9301663   0.90664045  0.9112803   0.84950797  0.99700873
  0.99840488  0.87289587  0.87376983  0.82586908  0.65826104  0.79891572
  0.84997259  0.81423385  0.95494687  0.96161533  0.81818282  0.80232579
  0.97518085  0.90827332  0.90424421  0.83234724  0.89890162  0.76212215
  0.75363224  0.9286195   0.89111451  0.75144081  0.87778735  0.9014863
  0.67204756  0.84820668  0.83996025  0.64557348  0.79790735  0.86481865
  0.6585723   0.812257    0.62007172  0.78316187  0.84462907  0.85091502
 -1.          0.82922256  0.84297388 -1.          0.66621156  0.62727013
  0.85659469  0.88558467  0.74215372  0.81323323  0.84205241  0.88698851
  0.83768019  0.84646374  0.64365656  0.8524126   0.89984156  0.79676413
  0.69457615  0.73738392  0.77869382  0.82409674  0.68513896  0.85824352
  0.76797281  0.69078019  0.83984505  0.82914703 -1.          0.75846407
  0.77435787  0.88185532  0.70026902  0.77263288  0.74272827  0.66696742
  0.79980747  0.65538236  0.69467612 -1.          0.78777594  0.65799278]",0
204,Si,2,"[-1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.]",0
311,He,2,"[-0.34222765 -0.20445066 -0.56951399 -0.44126413  0.00437968 -0.4551466
 -0.42089512 -1.         -0.7957278  -0.18756914 -0.13093279  0.39823458
  0.5582839   0.57942777  0.39174845  1.          0.65454088  0.70908109
  0.46726535  0.71499724  0.70797121  0.27346669 -0.00434051  0.78914986
  0.92585118  0.63770641 -0.41304474  0.50062289  0.29191535 -0.04129203
  0.23813909  0.11674451 -0.18416903  0.44973558  0.81878841  0.17860892
  0.53050367  0.53209129  0.1713869   0.25652234 -0.04258613  0.40685273
  0.16312307  0.54126707  0.2869346   0.23463932  0.12283271  0.42741074]",0
38,He,1,"[-0.69242084 -0.4886147  -1.         -0.41412276 -0.40829882 -0.07730751
  0.03285051  0.27061884  0.26409654  0.17853583  0.14266456  0.60408989
  0.27079371  0.65743054  0.487184    1.          0.59662968  0.52491173
  0.40206654  0.39495557  0.387071    0.56348671  0.02407882  0.27696841
  0.0900621   0.00953757  0.04833733  0.00246318  0.06231695 -0.12105036
 -0.27026936 -0.2323456  -0.13062787  0.28339006 -0.12195711  0.0052718
  0.16255794  0.2146226   0.02972173 -0.0924666   0.1919337  -0.17410228
  0.25612595 -0.22398441 -0.22181231 -0.00743831  0.08933547 -0.12439423]",0
144,Si,1,"[ 0.6152228  -1.         -1.         -1.          0.78380357  0.71995504
  0.879189    0.61519479  0.79066522  0.86476009  0.91562359  0.88938281
  0.94162215  0.95726363  0.79695559  0.97446361  0.87316829  0.83566356
  0.89789876  0.64085034  0.98125672  1.          0.95645824  0.98209875
  0.99107906  0.96189827  0.9772182   0.93995299  0.87129179  0.90158313
  0.92578888  0.9011711   0.97880983  0.78982848  0.87214006  0.61946128
  0.73137707  0.78900929  0.71581514  0.73170164  0.89925478  0.61564575
  0.89571012 -1.         -1.          0.62739454  0.72391985  0.61577135
 -1.          0.61636657 -1.          0.61950892  0.61909665 -1.
 -1.         -1.          0.71912761 -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.        ]",1
106,C,2,"[-1. -1. -1. -1. -1. -1. -1. -1. -1. -1.  1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.]",0
268,Fe,3,"[-1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.  1. -1.
 -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.]",0
268,He,3,"[ 0.45608375  0.28799373  0.53640169  0.4241864   0.49245419  0.69179995
  0.51360273  0.49870607  0.13132705  0.41244791  0.32473191  1.
  0.3448356   0.45998504  0.20397612  0.44757106  0.56901623  0.41910602
  0.62561889  0.85725675  0.84267998  0.36738026  0.64435665  0.6899296
  0.62476725  0.6153001   0.32271842  0.76924025  0.51301958  0.52430152
  0.66650538  0.715897    0.22262775  0.48553693  0.74586941  0.44417172
  0.25405932  0.01000933  0.57211288  0.18306009  0.44896166  0.20856041
  0.17914836  0.39766583  0.16695226  0.30207103  0.20504856 -0.02622399
 -0.01376792 -0.04235042 -0.09159128  0.17824653 -0.04875112  0.28718043
 -0.11294826  0.47179723 -0.13690562 -0.24288293 -0.07658859 -0.13198226
 -0.19504938 -0.47822066 -0.6035244  -0.3679624  -0.47931106 -0.58828985
 -0.56197913 -0.58287374 -0.52541719 -1.         -0.5015532  -0.43923172]",0
308,C,3,"[ 0.73189362  0.73432495  0.60559106  0.77275322  0.7773046   0.88890097
  0.96893085  1.          0.97271433  0.89948405  0.95047351  0.82400365
  0.86950267  0.93260283  0.96853086  0.81803063  0.75365279  0.77381356
  0.72060509  0.73199544  0.8096439   0.82031763  0.91775684  0.81816555
  0.78602767  0.75063715  0.76917444  0.78503841  0.79026709  0.85898517
  0.78036678  0.80064674  0.88358701  0.71301525  0.89380832  0.86009355
  0.75486492  0.77779438  0.80141522  0.56900904  0.65211832 -1.
  0.54702004  0.55684496 -1.          0.76456261  0.73347349 -1.
  0.54228089 -1.         -1.         -1.          0.52896179 -1.
  0.52768409  0.66908122  0.52048433  0.52759395 -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.        ]",1
